brown_wool	BROWN_WOOL	icon-minecraft-brown-wool	1.08	1.8	35
green_wool	GREEN_WOOL	icon-minecraft-green-wool	1.08	1.8	35
red_wool	RED_WOOL	icon-minecraft-red-wool	1.08	1.8	35
black_wool	BLACK_WOOL	icon-minecraft-black-wool	1.08	1.8	35
dandelion	DANDELION	icon-minecraft-dandelion	1.08	1.8	37
poppy	RED_ROSE	icon-minecraft-poppy	1.08	1.8	38
blue_orchid	BLUE_ORCHID	icon-minecraft-blue-orchid	1.21	1.21	38
allium	ALLIUM	icon-minecraft-allium	1.21	1.21	38
azure_bluet	AZURE_BLUET	icon-minecraft-azure-bluet	1.21	1.21	38
red_tulip	RED_TULIP	icon-minecraft-red-tulip	1.21	1.21	38
orange_tulip	ORANGE_TULIP	icon-minecraft-orange-tulip	1.21	1.21	38
white_tulip	WHITE_TULIP	icon-minecraft-white-tulip	1.21	1.21	38
pink_tulip	PINK_TULIP	icon-minecraft-pink-tulip	1.21	1.21	38
oxeye_daisy	OXEYE_DAISY	icon-minecraft-oxeye-daisy	1.21	1.21	38
brown_mushroom	BROWN_MUSHROOM	icon-minecraft-brown-mushroom	1.08	1.8	39
red_mushroom	RED_MUSHROOM	icon-minecraft-red-mushroom	1.08	1.8	40
gold_block	GOLD_BLOCK	icon-minecraft-gold-block	1.08	1.8	41
iron_block	IRON_BLOCK	icon-minecraft-iron-block	1.08	1.8	42
smooth_stone_slab	STONE_SLAB	icon-minecraft-smooth-stone-slab	1.08	1.8	44
sandstone_slab	SANDSTONE_SLAB	icon-minecraft-sandstone-slab	1.08	1.8	44
cobblestone_slab	COBBLESTONE_SLAB	icon-minecraft-cobblestone-slab	1.08	1.8	44
brick_slab	BRICK_SLAB	icon-minecraft-brick-slab	1.08	1.8	44
stone_brick_slab	STONE_BRICK_SLAB	icon-minecraft-stone-brick-slab	1.08	1.8	44
nether_brick_slab	NETHER_BRICK_SLAB	icon-minecraft-nether-brick-slab	1.08	1.8	44
quartz_slab	QUARTZ_SLAB	icon-minecraft-quartz-slab	1.08	1.8	44
bricks	BRICK	icon-minecraft-bricks	1.08	1.8	45
tnt	TNT	icon-minecraft-tnt	1.08	1.8	46
bookshelf	BOOKSHELF	icon-minecraft-bookshelf	1.08	1.8	47
mossy_cobblestone	MOSSY_COBBLESTONE	icon-minecraft-mossy-cobblestone	1.08	1.8	48
obsidian	OBSIDIAN	icon-minecraft-obsidian	1.08	1.8	49
torch	TORCH	icon-minecraft-torch	1.08	1.8	50
fire	FIRE	icon-minecraft-fire	1.08	1.8	51
spawner	MOB_SPAWNER	icon-minecraft-spawner	1.08	1.8	52
oak_stairs	OAK_STAIRS	icon-minecraft-oak-stairs	1.08	1.8	53
chest	CHEST	icon-minecraft-chest	1.08	1.8	54
redstone_wire	REDSTONE_WIRE	icon-minecraft-redstone-wire	1.08	1.8	55
diamond_ore	DIAMOND_ORE	icon-minecraft-diamond-ore	1.08	1.8	56
diamond_block	DIAMOND_BLOCK	icon-minecraft-diamond-block	1.08	1.8	57
crafting_table	CRAFTING_TABLE	icon-minecraft-crafting-table	1.08	1.8	58
farmland	FARMLAND	icon-minecraft-farmland	1.08	1.8	60
furnace	FURNACE	icon-minecraft-furnace	1.08	1.8	61
ladder	LADDER	icon-minecraft-ladder	1.08	1.8	65
rail	RAIL	icon-minecraft-rail	1.08	1.8	66
cobblestone_stairs	COBBLESTONE_STAIRS	icon-minecraft-cobblestone-stairs	1.08	1.8	67
lever	LEVER	icon-minecraft-lever	1.08	1.8	69
stone_pressure_plate	STONE_PRESSURE_PLATE	icon-minecraft-stone-pressure-plate	1.08	1.8	70
oak_pressure_plate	WOODEN_PRESSURE_PLATE	icon-minecraft-oak-pressure-plate	1.08	1.8	72
redstone_ore	REDSTONE_ORE	icon-minecraft-redstone-ore	1.08	1.8	73
redstone_torch	REDSTONE_TORCH	icon-minecraft-redstone-torch	1.08	1.8	76
stone_button	STONE_BUTTON	icon-minecraft-stone-button	1.08	1.8	77
snow	SNOW	icon-minecraft-snow	1.08	1.8	78
ice	ICE	icon-minecraft-ice	1.08	1.8	79
snow_block	SNOW_BLOCK	icon-minecraft-snow-block	1.08	1.8	80
cactus	CACTUS	icon-minecraft-cactus	1.08	1.8	81
clay	CLAY	icon-minecraft-clay	1.08	1.8	82
jukebox	JUKEBOX	icon-minecraft-jukebox	1.08	1.8	84
oak_fence	OAK_FENCE	icon-minecraft-oak-fence	1.08	1.8	85
pumpkin	PUMPKIN	icon-minecraft-pumpkin	1.08	1.8	86
netherrack	NETHERRACK	icon-minecraft-netherrack	1.08	1.8	87
soul_sand	SOUL_SAND	icon-minecraft-soul-sand	1.08	1.8	88
glowstone	GLOWSTONE	icon-minecraft-glowstone	1.08	1.8	89
jack_o_lantern	JACK_O_LANTERN	icon-minecraft-jack-o-lantern	1.08	1.8	91
white_stained_glass	WHITE_STAINED_GLASS	icon-minecraft-white-stained-glass	1.21	1.21	95
orange_stained_glass	ORANGE_STAINED_GLASS	icon-minecraft-orange-stained-glass	1.21	1.21	95
magenta_stained_glass	MAGENTA_STAINED_GLASS	icon-minecraft-magenta-stained-glass	1.21	1.21	95
light_blue_stained_glass	LIGHT_BLUE_STAINED_GLASS	icon-minecraft-light-blue-stained-glass	1.21	1.21	95
yellow_stained_glass	YELLOW_STAINED_GLASS	icon-minecraft-yellow-stained-glass	1.21	1.21	95
lime_stained_glass	LIME_STAINED_GLASS	icon-minecraft-lime-stained-glass	1.21	1.21	95
pink_stained_glass	PINK_STAINED_GLASS	icon-minecraft-pink-stained-glass	1.21	1.21	95
gray_stained_glass	GRAY_STAINED_GLASS	icon-minecraft-gray-stained-glass	1.21	1.21	95
light_gray_stained_glass	LIGHT_GRAY_STAINED_GLASS	icon-minecraft-light-gray-stained-glass	1.21	1.21	95
cyan_stained_glass	CYAN_STAINED_GLASS	icon-minecraft-cyan-stained-glass	1.21	1.21	95
purple_stained_glass	PURPLE_STAINED_GLASS	icon-minecraft-purple-stained-glass	1.21	1.21	95
blue_stained_glass	BLUE_STAINED_GLASS	icon-minecraft-blue-stained-glass	1.21	1.21	95
brown_stained_glass	BROWN_STAINED_GLASS	icon-minecraft-brown-stained-glass	1.21	1.21	95
green_stained_glass	GREEN_STAINED_GLASS	icon-minecraft-green-stained-glass	1.21	1.21	95
red_stained_glass	RED_STAINED_GLASS	icon-minecraft-red-stained-glass	1.21	1.21	95
black_stained_glass	BLACK_STAINED_GLASS	icon-minecraft-black-stained-glass	1.21	1.21	95
oak_trapdoor	OAK_TRAPDOOR	icon-minecraft-oak-trapdoor	1.08	1.8	96
infested_stone	INFESTED_STONE	icon-minecraft-infested-stone	1.08	1.8	97
infested_cobblestone	INFESTED_COBBLESTONE	icon-minecraft-infested-cobblestone	1.08	1.8	97
infested_stone_bricks	INFESTED_STONE_BRICKS	icon-minecraft-infested-stone-bricks	1.08	1.8	97
infested_mossy_stone_bricks	INFESTED_MOSSY_STONE_BRICKS	icon-minecraft-infested-mossy-stone-bricks	1.21	1.21	97
infested_cracked_stone_bricks	INFESTED_CRACKED_STONE_BRICKS	icon-minecraft-infested-cracked-stone-bricks	1.21	1.21	97
infested_chiseled_stone_bricks	INFESTED_CHISELED_STONE_BRICKS	icon-minecraft-infested-chiseled-stone-bricks	1.21	1.21	97
stone_bricks	STONE_BRICKS	icon-minecraft-stone-bricks	1.08	1.8	98
mossy_stone_bricks	MOSSY_STONE_BRICKS	icon-minecraft-mossy-stone-bricks	1.08	1.8	98
cracked_stone_bricks	CRACKED_STONE_BRICKS	icon-minecraft-cracked-stone-bricks	1.08	1.8	98
chiseled_stone_bricks	CHISELED_STONE_BRICKS	icon-minecraft-chiseled-stone-bricks	1.08	1.8	98
brown_mushroom_block	BROWN_MUSHROOM_BLOCK	icon-minecraft-brown-mushroom-block	1.08	1.8	99
red_mushroom_block	RED_MUSHROOM_BLOCK	icon-minecraft-red-mushroom-block	1.08	1.8	100
iron_bars	IRON_BARS	icon-minecraft-iron-bars	1.08	1.8	101
glass_pane	GLASS_PANE	icon-minecraft-glass-pane	1.08	1.8	102
melon	MELON_BLOCK	icon-minecraft-melon	1.08	1.8	103
pumpkin_stem	PUMPKIN_STEM	icon-minecraft-pumpkin-stem	1.08	1.8	104
melon_stem	MELON_STEM	icon-minecraft-melon-stem	1.08	1.8	105
vine	vine	icon-minecraft-vine	1.08	1.8	106
oak_fence_gate	OAK_FENCE_GATE	icon-minecraft-oak-fence-gate	1.08	1.8	107
brick_stairs	BRICK_STAIRS	icon-minecraft-brick-stairs	1.08	1.8	108
stone_brick_stairs	STONE_BRICK_STAIRS	icon-minecraft-stone-brick-stairs	1.08	1.8	109
mycelium	MYCELIUM	icon-minecraft-mycelium	1.08	1.8	110
lily_pad	LILY_PAD	icon-minecraft-lily-pad	1.08	1.8	111
nether_bricks	NETHER_BRICK	icon-minecraft-nether-bricks	1.08	1.8	112
nether_brick_fence	NETHER_BRICK_FENCE	icon-minecraft-nether-brick-fence	1.08	1.8	113
nether_brick_stairs	NETHER_BRICK_STAIRS	icon-minecraft-nether-brick-stairs	1.08	1.8	114
enchanting_table	ENCHANTMENT_TABLE	icon-minecraft-enchanting-table	1.08	1.8	116
end_portal_frame	END_PORTAL_FRAME	icon-minecraft-end-portal-frame	1.08	1.8	120
end_stone	END_STONE	icon-minecraft-end-stone	1.08	1.8	121
dragon_egg	DRAGON_EGG	icon-minecraft-dragon-egg	1.08	1.8	122
redstone_lamp	REDSTONE_LAMP	icon-minecraft-redstone-lamp	1.08	1.8	123
oak_slab	OAK_SLAB	icon-minecraft-oak-slab	1.08	1.8	126
spruce_slab	SPRUCE_SLAB	icon-minecraft-spruce-slab	1.08	1.8	126
birch_slab	BIRCH_SLAB	icon-minecraft-birch-slab	1.08	1.8	126
jungle_slab	JUNGLE_SLAB	icon-minecraft-jungle-slab	1.08	1.8	126
acacia_slab	ACACIA_SLAB	icon-minecraft-acacia-slab	1.21	1.21	126
dark_oak_slab	DARK_OAK_SLAB	icon-minecraft-dark-oak-slab	1.21	1.21	126
cocoa	COCOA	icon-minecraft-cocoa	1.08	1.8	127
sandstone_stairs	SANDSTONE_STAIRS	icon-minecraft-sandstone-stairs	1.08	1.8	128
emerald_ore	EMERALD_ORE	icon-minecraft-emerald-ore	1.08	1.8	129
ender_chest	END_CHEST	icon-minecraft-ender-chest	1.08	1.8	130
tripwire_hook	TRIPWIRE_HOOK	icon-minecraft-tripwire-hook	1.08	1.8	131
tripwire	TRIPWIRE	icon-minecraft-tripwire	1.08	1.8	132
emerald_block	EMERALD_BLOCK	icon-minecraft-emerald-block	1.08	1.8	133
spruce_stairs	SPRUCE_WOOD_STAIRS	icon-minecraft-spruce-stairs	1.08	1.8	134
birch_stairs	BIRCH_WOOD_STAIRS	icon-minecraft-birch-stairs	1.08	1.8	135
jungle_stairs	JUNGLE_WOOD_STAIRS	icon-minecraft-jungle-stairs	1.08	1.8	136
command_block	COMMAND_BLOCK	icon-minecraft-command-block	1.08	1.8	137
beacon	BEACON	icon-minecraft-beacon	1.08	1.8	138
cobblestone_wall	COBBLESTONE_WALL	icon-minecraft-cobblestone-wall	1.08	1.8	139
mossy_cobblestone_wall	MOSSY_COBBLESTONE_WALL	icon-minecraft-mossy-cobblestone-wall	1.08	1.8	139
carrots	CARROTS	icon-minecraft-carrots	1.08	1.8	141
potatoes	POTATOES	icon-minecraft-potatoes	1.08	1.8	142
oak_button	WOODEN_BUTTON	icon-minecraft-oak-button	1.08	1.8	143
anvil	ANVIL	icon-minecraft-anvil	1.08	1.8	145
trapped_chest	TRAPPED_CHEST	icon-minecraft-trapped-chest	1.08	1.8	146
light_weighted_pressure_plate	LIGHT_WEIGHTED_PRESSURE_PLATE	icon-minecraft-light-weighted-pressure-plate	1.08	1.8	147
heavy_weighted_pressure_plate	HEAVY_WEIGHTED_PRESSURE_PLATE	icon-minecraft-heavy-weighted-pressure-plate	1.08	1.8	148
daylight_detector	DAYLIGHT_DETECTOR	icon-minecraft-daylight-detector	1.08	1.8	151
redstone_block	REDSTONE_BLOCK	icon-minecraft-redstone-block	1.08	1.8	152
nether_quartz_ore	QUARTZ_ORE	icon-minecraft-nether-quartz-ore	1.08	1.8	153
hopper	HOPPER	icon-minecraft-hopper	1.08	1.8	154
quartz_block	QUARTZ_BLOCK	icon-minecraft-quartz-block	1.08	1.8	155
chiseled_quartz_block	CHISELED_QUARTZ_BLOCK	icon-minecraft-chiseled-quartz-block	1.08	1.8	155
quartz_pillar	PILLAR_QUARTZ_BLOCK	icon-minecraft-quartz-pillar	1.08	1.8	155
quartz_stairs	QUARTZ_STAIRS	icon-minecraft-quartz-stairs	1.08	1.8	156
activator_rail	ACTIVATOR_RAIL	icon-minecraft-activator-rail	1.08	1.8	157
dropper	DROPPER	icon-minecraft-dropper	1.08	1.8	158
white_terracotta	WHITE_TERRACOTTA	icon-minecraft-white-terracotta	1.08	1.8	159
orange_terracotta	ORANGE_TERRACOTTA	icon-minecraft-orange-terracotta	1.08	1.8	159
magenta_terracotta	MAGENTA_TERRACOTTA	icon-minecraft-magenta-terracotta	1.08	1.8	159
light_blue_terracotta	LIGHT_BLUE_TERRACOTTA	icon-minecraft-light-blue-terracotta	1.08	1.8	159
yellow_terracotta	YELLOW_TERRACOTTA	icon-minecraft-yellow-terracotta	1.08	1.8	159
lime_terracotta	LIME_TERRACOTTA	icon-minecraft-lime-terracotta	1.08	1.8	159
pink_terracotta	PINK_TERRACOTTA	icon-minecraft-pink-terracotta	1.08	1.8	159
gray_terracotta	GRAY_TERRACOTTA	icon-minecraft-gray-terracotta	1.08	1.8	159
light_gray_terracotta	LIGHT_GRAY_TERRACOTTA	icon-minecraft-light-gray-terracotta	1.08	1.8	159
cyan_terracotta	CYAN_TERRACOTTA	icon-minecraft-cyan-terracotta	1.08	1.8	159
purple_terracotta	PURPLE_TERRACOTTA	icon-minecraft-purple-terracotta	1.08	1.8	159
blue_terracotta	BLUE_TERRACOTTA	icon-minecraft-blue-terracotta	1.08	1.8	159
brown_terracotta	BROWN_TERRACOTTA	icon-minecraft-brown-terracotta	1.08	1.8	159
green_terracotta	GREEN_TERRACOTTA	icon-minecraft-green-terracotta	1.08	1.8	159
red_terracotta	RED_TERRACOTTA	icon-minecraft-red-terracotta	1.08	1.8	159
black_terracotta	BLACK_TERRACOTTA	icon-minecraft-black-terracotta	1.08	1.8	159
white_stained_glass_pane	WHITE_STAINED_GLASS_PANE	icon-minecraft-white-stained-glass-pane	1.21	1.21	160
orange_stained_glass_pane	ORANGE_STAINED_GLASS_PANE	icon-minecraft-orange-stained-glass-pane	1.21	1.21	160
magenta_stained_glass_pane	MAGENTA_STAINED_GLASS_PANE	icon-minecraft-magenta-stained-glass-pane	1.21	1.21	160
light_blue_stained_glass_pane	LIGHT_BLUE_STAINED_GLASS_PANE	icon-minecraft-light-blue-stained-glass-pane	1.21	1.21	160
yellow_stained_glass_pane	YELLOW_STAINED_GLASS_PANE	icon-minecraft-yellow-stained-glass-pane	1.21	1.21	160
lime_stained_glass_pane	LIME_STAINED_GLASS_PANE	icon-minecraft-lime-stained-glass-pane	1.21	1.21	160
pink_stained_glass_pane	PINK_STAINED_GLASS_PANE	icon-minecraft-pink-stained-glass-pane	1.21	1.21	160
gray_stained_glass_pane	GRAY_STAINED_GLASS_PANE	icon-minecraft-gray-stained-glass-pane	1.21	1.21	160
light_gray_stained_glass_pane	LIGHT_GRAY_STAINED_GLASS_PANE	icon-minecraft-light-gray-stained-glass-pane	1.21	1.21	160
cyan_stained_glass_pane	CYAN_STAINED_GLASS_PANE	icon-minecraft-cyan-stained-glass-pane	1.21	1.21	160
purple_stained_glass_pane	PURPLE_STAINED_GLASS_PANE	icon-minecraft-purple-stained-glass-pane	1.21	1.21	160
blue_stained_glass_pane	BLUE_STAINED_GLASS_PANE	icon-minecraft-blue-stained-glass-pane	1.21	1.21	160
brown_stained_glass_pane	BROWN_STAINED_GLASS_PANE	icon-minecraft-brown-stained-glass-pane	1.21	1.21	160
green_stained_glass_pane	GREEN_STAINED_GLASS_PANE	icon-minecraft-green-stained-glass-pane	1.21	1.21	160
red_stained_glass_pane	RED_STAINED_GLASS_PANE	icon-minecraft-red-stained-glass-pane	1.21	1.21	160
black_stained_glass_pane	BLACK_STAINED_GLASS_PANE	icon-minecraft-black-stained-glass-pane	1.21	1.21	160
acacia_leaves	ACACIA_LEAVES	icon-minecraft-acacia-leaves	1.21	1.21	161
dark_oak_leaves	DARK_OAK_LEAVES	icon-minecraft-dark-oak-leaves	1.21	1.21	161
prismarine_bricks	PRISMARINE_BRICKS	icon-minecraft-prismarine-bricks	1.08	1.8	161
dark_prismarine	DARK_PRISMARINE	icon-minecraft-dark-prismarine	1.08	1.8	161
acacia_log	ACACIA_WOOD	icon-minecraft-acacia-log	1.21	1.21	162
dark_oak_log	DARK_OAK_WOOD	icon-minecraft-dark-oak-log	1.21	1.21	162
acacia_stairs	ACACIA_STAIRS	icon-minecraft-acacia-stairs	1.21	1.21	163
dark_oak_stairs	DARK_OAK_STAIRS	icon-minecraft-dark-oak-stairs	1.21	1.21	164
slime_block	SLIME	icon-minecraft-slime-block	1.08	1.8	165
barrier	BARRIER	icon-minecraft-barrier	1.08	1.8	166
iron_trapdoor	IRON_TRAPDOOR	icon-minecraft-iron-trapdoor	1.08	1.8	167
prismarine	PRISMARINE	icon-minecraft-prismarine	1.08	1.8	168
sea_lantern	SEA_LANTERN	icon-minecraft-sea-lantern	1.08	1.8	169
hay_block	HAY_BLOCK	icon-minecraft-hay-block	1.08	1.8	170
white_carpet	WHITE_CARPET	icon-minecraft-white-carpet	1.08	1.8	171
orange_carpet	ORANGE_CARPET	icon-minecraft-orange-carpet	1.08	1.8	171
magenta_carpet	MAGENTA_CARPET	icon-minecraft-magenta-carpet	1.08	1.8	171
light_blue_carpet	LIGHT_BLUE_CARPET	icon-minecraft-light-blue-carpet	1.08	1.8	171
yellow_carpet	YELLOW_CARPET	icon-minecraft-yellow-carpet	1.08	1.8	171
lime_carpet	LIME_CARPET	icon-minecraft-lime-carpet	1.08	1.8	171
pink_carpet	PINK_CARPET	icon-minecraft-pink-carpet	1.08	1.8	171
gray_carpet	GRAY_CARPET	icon-minecraft-gray-carpet	1.08	1.8	171
light_gray_carpet	LIGHT_GRAY_CARPET	icon-minecraft-light-gray-carpet	1.08	1.8	171
cyan_carpet	CYAN_CARPET	icon-minecraft-cyan-carpet	1.08	1.8	171
purple_carpet	PURPLE_CARPET	icon-minecraft-purple-carpet	1.08	1.8	171
blue_carpet	BLUE_CARPET	icon-minecraft-blue-carpet	1.08	1.8	171
brown_carpet	BROWN_CARPET	icon-minecraft-brown-carpet	1.08	1.8	171
green_carpet	GREEN_CARPET	icon-minecraft-green-carpet	1.08	1.8	171
red_carpet	RED_CARPET	icon-minecraft-red-carpet	1.08	1.8	171
black_carpet	BLACK_CARPET	icon-minecraft-black-carpet	1.08	1.8	171
terracotta	HARDENED_CLAY	icon-minecraft-terracotta	1.08	1.8	172
coal_block	COAL_BLOCK	icon-minecraft-coal-block	1.08	1.8	173
packed_ice	PACKED_ICE	icon-minecraft-packed-ice	1.21	1.21	174
sunflower	SUNFLOWER	icon-minecraft-sunflower	1.21	1.21	175
lilac	LILAC	icon-minecraft-lilac	1.21	1.21	175
tall_grass	DOUBLE_TALLGRASS	icon-minecraft-tall-grass	1.21	1.21	175
large_fern	LARGE_FERN	icon-minecraft-large-fern	1.21	1.21	175
rose_bush	ROSE_BUSH	icon-minecraft-rose-bush	1.21	1.21	175
peony	PEONY	icon-minecraft-peony	1.21	1.21	175
red_sandstone	RED_SANDSTONE	icon-minecraft-red-sandstone	1.08	1.8	179
chiseled_red_sandstone	CHISELED_RED_SANDSTONE	icon-minecraft-chiseled-red-sandstone	1.08	1.8	179
smooth_red_sandstone	SMOOTH_RED_SANDSTONE	icon-minecraft-smooth-red-sandstone	1.08	1.8	179
red_sandstone_stairs	RED_SANDSTONE_STAIRS	icon-minecraft-red-sandstone-stairs	1.08	1.8	180
red_sandstone_slab	RED_SANDSTONE_SLAB	icon-minecraft-red-sandstone-slab	1.08	1.8	182
spruce_fence_gate	SPRUCE_FENCE_GATE	icon-minecraft-spruce-fence-gate	1.08	1.8	183
birch_fence_gate	BIRCH_FENCE_GATE	icon-minecraft-birch-fence-gate	1.08	1.8	184
jungle_fence_gate	JUNGLE_FENCE_GATE	icon-minecraft-jungle-fence-gate	1.08	1.8	185
dark_oak_fence_gate	DARK_OAK_FENCE_GATE	icon-minecraft-dark-oak-fence-gate	1.08	1.8	186
acacia_fence_gate	ACACIA_FENCE_GATE	icon-minecraft-acacia-fence-gate	1.08	1.8	187
spruce_fence	SPRUCE_FENCE	icon-minecraft-spruce-fence	1.08	1.8	188
birch_fence	BIRCH_FENCE	icon-minecraft-birch-fence	1.08	1.8	189
jungle_fence	JUNGLE_FENCE	icon-minecraft-jungle-fence	1.08	1.8	190
dark_oak_fence	DARK_OAK_FENCE	icon-minecraft-dark-oak-fence	1.08	1.8	191
acacia_fence	ACACIA_FENCE	icon-minecraft-acacia-fence	1.08	1.8	192
end_rod	END_ROD	icon-minecraft-end-rod	1.09	1.9	198
chorus_plant	CHORUS_PLANT	icon-minecraft-chorus-plant	1.09	1.9	199
chorus_flower	CHORUS_FLOWER	icon-minecraft-chorus-flower	1.09	1.9	200
purpur_block	PURPUR_BLOCK	icon-minecraft-purpur-block	1.09	1.9	201
purpur_pillar	PURPUR_PILLAR	icon-minecraft-purpur-pillar	1.09	1.9	202
purpur_stairs	PURPUR_STAIRS	icon-minecraft-purpur-stairs	1.09	1.9	203
purpur_slab	PURPUR_SLAB	icon-minecraft-purpur-slab	1.09	1.9	205
end_stone_bricks	END_BRICKS	icon-minecraft-end-stone-bricks	1.09	1.9	206
dirt_path	DIRT_PATH	icon-minecraft-dirt-path	1.09	1.9	208
repeating_command_block	REPEATING_COMMAND_BLOCK	icon-minecraft-repeating-command-block	1.09	1.9	210
chain_command_block	CHAIN_COMMAND_BLOCK	icon-minecraft-chain-command-block	1.09	1.9	211
frosted_ice	FROSTED_ICE	icon-minecraft-frosted-ice	1.08	1.8	212
